med_event_ID,conflict_country,conflict_counry_ID,conflict_id,med_location - MULTISELECT,med_loc_cty,med_loc_x,med_loc_y,Day,Month,Year,third_party,third_party_id_GLOPAD,third_party_id_PAAX,third_party_id_GW,num_med,individual_med_named,groupings_mechanisms,num_local,if_loc_belig,agmt,agmt_name,agmt_id_PAX,Summary,source_urls,med_type
SUD202411-5,Sudan,625,,Virtual ,0, , ,8,11,2024,United States; Kenya,CON_3;CON_172,CON_3; CON_172,2; 501,2,Anthony Blinken; William Ruto,,0,,0,,,"United States Secretary of State Antony Blinken has thanked Kenya for its continued leadership in the Multinational Security Support mission to Haiti. In a telephone conversation with President William Ruto, Blinken underscored the need to restore peace and security to the Haitian people. On Sudan, they discussed he need to coordinate efforts to press for expanded humanitarian access, stop the fighting, and establish a process to restore civilian governance. ",https://www.capitalfm.co.ke/news/2024/11/blinken-phones-president-ruto-lauds-kenyas-haiti-peace-mission/,MR
SUD202411-6,Sudan,625,,Virtual ,0, , ,9,11,2024,United Arab Emirates; United States,CON_591;CON_3,CON_591; CON_3,696; 2,2,Anthony Blinken; Abdullah bin Zayed al-Nahyan,,0,,0,,,"Deputy Prime Minister and Minister of Foreign Affairs of the United Arab Emirates (UAE), Sheikh Abdullah bin Zayed Al Nahyan, discussed the latest regional developments with U.S. Secretary of State Antony Blinken by phone, according to an official statement from the UAE Ministry of Foreign Affairs on Saturday. The UAE Foreign Ministry noted that the two sides also discussed the situation in Sudan, highlighting the severe humanitarian impact there.",https://english.news.cn/20241109/ca211421b2f3445a8a26480a683b69aa/c.html,MR
SUD202411-7,Sudan,625,,Saudi Arabia,SAU,45,25,9,11,2024,Saudi Arabia; Egypt; United Arab Emirates; United States,CON_419;CON_82;CON_591;CON_3,CON_419; CON_82; CON_591; CON_3,670; 651; 696; 2,4,,,0,,0,,,"An Egyptian official told Asharq Al-Awsat about new Arab-American efforts to support peace efforts in Sudan. The source, who requested anonymity, said that Saudi Arabia, Egypt, the UAE, and the US are working together to help resolve the crisis in Sudan. The official added that a meeting last weekend in Saudi Arabia, attended by officials from the four countries, focused on boosting efforts to end the crisis. These four countries had previously joined US-led talks in Geneva in August, alongside the UN and the African Union, to try to end the war in Sudan. However, the talks stalled after the Sudanese government boycotted them. The Egyptian source explained that the Saudi meeting was not part of the Geneva talks. Instead, the current group of four countries is focused on finding peaceful solutions. The source also said more meetings are expected to continue pushing for an end to the war and for humanitarian aid to reach those in need. ",https://english.aawsat.com/arab-world/5081233-arab-us-coordination-aims-resolve-sudan-crisis,MR
SUD202411-8,Sudan,625,,Riyadh,SAU,46.7167,24.6333,10,11,2024,Qatar,CON_486,CON_486,694,1,Sultan bin Saad Al Muraikhi,,1,,0,,,"Minister of State for Foreign Affairs HE Sultan bin Saad Al Muraikhi met today with the Minister of Foreign Affairs of the Republic of the Sudan, Ali Yousuf Al Sharif, on the sidelines of the preparatory ministerial meeting of joint Arab-Islamic summit in Riyadh. The meeting discussed cooperation relations between the two countries and ways to strengthen them, as well as a range of regional and global issues of mutual interest.",https://thepeninsulaqatar.com/article/10/11/2024/minister-of-state-for-foreign-affairs-meets-minister-of-foreign-affairs-of-sudan,MR
SUD202411-9,Sudan,625,,Riyadh,SAU,46.7167,24.6333,11,11,2024,Somalia,CON_358,CON_358,520,1,Ahmed Maalim Faqi,,1,,0,,,"Somalia’s Minister of Foreign Affairs, Ahmed Maalim Faqi, held talks with Sudanese Foreign Minister Ali Youssef Ahmed Sharif on the sidelines of the Arab Islamic Summit in Riyadh. The two ministers discussed how to strengthen the ties between Somalia and Sudan, looking for new ways to work together in various fields. They also talked about the situation in Sudan and its impact. Minister Faqi reaffirmed Somalia’s support for Sudan in the face of the ongoing crisis, stressing the importance of regional and international efforts to bring peace. Minister Sharif thanked Somalia for its continued support during this difficult time for Sudan",https://mareeg.com/somalia-sudan-hold-bilateral-meeting-in-riyadh/,MR
SUD202411-10,Sudan,625,,New York,USA,-73.9249,40.6943,12,11,2024,UNSC; DPPA; OCHA,IGO_673;GP-20;GP-51,IGO_673; ; ,; ; ,3,Rosemary DiCarlo; Ramesh Rajasingham,,1,,0,,,"Britain's Woodward said her delegation would convene a meeting on Sudan on November 12 to be chaired by the U.K.'s minister for the United Nations and Africa, Lord Collins of Highbury, to focus on the protection of civilians and the scaling up of aid. She said Britain, which leads the negotiating and drafting of resolutions on Sudan, would soon circulate a draft resolution to Security Council members. ""The draft resolution will be based on the secretary-general's recommendations and will focus on developing a compliance mechanism for the warring parties' commitments they made on the protection of civilians in Jeddah over a year ago, in 2023, and ways to support mediation efforts to deliver a cease-fire, even if we start with local cease-fires before moving to a national one,"" she said. ..... The United Nations Security Council is discussing a British-drafted resolution that demands Sudan's warring parties cease hostilities and calls on them to allow safe, rapid and unhindered deliveries of aid across front lines and borders.... The people of Sudan face an ever-deepening crisis as the relentless war between rival militaries pushes the country further into chaos, the UN’s top political affairs official told the Security Council on Tuesday, underscoring that a ceasefire and a negotiated political solution remain the only viable path to peace. “Sudan is trapped in a nightmare,” Rosemary DiCarlo, UN Under-Secretary-General for Political Affairs told ambassadors, echoing the grim declaration made by the Secretary-General two weeks ago. Calling for an immediate ceasefire, Ms. DiCarlo underscored that an end to fighting is the most effective way of protecting civilians. “It is long past time for the warring parties to come to the negotiating table. The only path out of this conflict is a negotiated political solution.” While rival militaries might not be ready for a negotiated settlement, Sudan’s partners have a responsibility to press them to work for one, she said, commending the African Union (AU), the regional development body, IGAD, and the international group supporting humanitarian efforts and peace talks, ALPS – for their attempts to bring the rival generals to the negotiating table. The UN will continue to engage with warring parties through Ramtane Lamamra, the Personal Envoy of the Secretary-General for Sudan, including through regional visits and proximity talks, she added. Ramesh Rajasingham, Director for Coordination at OCHA, told ambassadors that humanitarian organizations “remain unable to reach the vast majority of people in conflict hotspots across Sudan at anything approaching adequate scale.” .... Russia vetoed a UN Security Council resolution on Monday calling for an immediate end to hostilities in Sudan where a war between two rival generals has been raging since April 2023. A draft of the resolution prepared by Britain and Sierra Leone, which was seen by AFP, had called on both sides to ""immediately cease hostilities"" and begin talks on ""a national ceasefire."" .... On 12 November, the Council held a high-level briefing on the situation in Sudan. Briefing at the meeting, Under-Secretary-General for Political and Peacebuilding Affairs (DPPA) Rosemary DiCarlo strongly condemned the RSF’s attacks on civilians and the SAF’s indiscriminate airstrikes in populated areas. She stressed that both parties bear responsibility for the ongoing violence, highlighting that a cessation of hostilities is the most effective way to protect civilians. DiCarlo pointed to the continued escalation of military operations, the recruitment of new fighters, and intensified attacks by both sides, enabled by “considerable external support,” including a steady influx of weapons into the country. She criticised the role of external actors in fuelling the conflict, describing their involvement as “unconscionable” and “illegal”.DiCarlo said that the Personal Envoy of Secretary-General Ramtane Lamamra is considering the next phase of his engagement with the warring parties, including another round of “proximity talks” focused on commitments related to the protection of civilians. She urged immediate action to implement the Jeddah Declaration, signed by both parties on 11 May 2023 and highlighted the importance of a compliance mechanism to hold the parties accountable to their commitments. She underlined the need to make progress on achieving local ceasefires that could create avenues for dialogue and potentially lay the ground for a more comprehensive agreement...... Tomorrow morning (12 November), the Security Council will convene for a high-level briefing on the situation in Sudan. The UK’s Parliamentary Under Secretary of State for Africa, Lord Collins of Highbury, will chair the meeting. Briefings are expected from Under-Secretary-General for Political and Peacebuilding Affairs Rosemary DiCarlo, Head of the Office for the Coordination of Humanitarian Affairs (OCHA) in Geneva and Director of the Coordination Division Ramesh Rajasingham, and a civil society representative. Sudan is expected to participate under rule 37 of the Council’s provisional rules of procedure. Tomorrow, the briefers and several Council members are expected to condemn the ongoing violence across Sudan and reiterate the call for an immediate cessation of hostilities. They might highlight the imperative to ensure accountability and justice for victims of violence and call on the parties to comply with their obligations under international humanitarian law. As both sides continue to pursue military means to influence the conflict’s outcome, mediation efforts have failed to achieve a breakthrough. Consequently, Council members are apparently focusing on how to protect civilians in this fragile environment.",https://allafrica.com/stories/202411040027.html; https://www.yahoo.com/news/un-security-council-considers-action-232457452.html; https://www.globalissues.org/news/2024/11/12/38237; https://www.globalsecurity.org/military/library/news/2024/11/mil-241112-unnews02.htm; http://jordantimes.com/news/world/russia-vetoes-sudan-ceasefire-resolution-un; https://www.globalsecurity.org/military/library/news/2024/11/mil-241118-unsc01.htm; https://news.az/news/-sudan-in-chaos-why-did-russia-use-its-veto; https://www.securitycouncilreport.org/whatsinblue/2024/11/sudan-briefing-4.php; https://www.securitycouncilreport.org/monthly-forecast/2024-12/sudan-32.php; https://press.un.org/en/2024/sc15893.doc.htm; https://press.un.org/en/2024/db241112.doc.htm,MR
SUD202411-11,Sudan,625,,Baku,AZE,49.8822,40.3953,15,11,2024,UNSG,IGO_386,IGO_386,,1,Antonio Guterres,,1,1,0,,,"UN spokesman Stephane Dujarric said that Secretary-General Antonio Guterres spoke with Lt Gen Abdelfattah El Burhan, Chairman of the Sovereignty Council, on the sidelines of the UN Climate Conference in Baku, about this matter and the importance of facilitating the distribution of aid in Sudan, especially through the Adré crossing. ",https://allafrica.com/stories/202411150014.html,MR
SUD202411-12,Sudan,625,,Nairobi,KEN,36.8172,-1.2864,18,11,2024,Kenya,CON_172,CON_172,501,1,,,1,1,0,,,"The Rapid Support Forces (RSF) in Sudan have expressed their willingness to negotiate with the Sudanese Armed Forces (SAF) to reach a ceasefire and restore peace to the war-torn country. Speaking in Nairobi on Monday, Omer Hamdan Ahmed, the head of the RSF delegation, emphasized that the RSF has no interest in continuing the war, which he believes only benefits the opposing forces. He reaffirmed the RSF’s commitment to supporting the formation of civilian governance and reforming the Sudanese military. ",https://www.capitalfm.co.ke/news/2024/11/rsf-ready-for-talks-with-sudanese-armed-forces-to-end-conflict/,MR
SUD202411-13,Sudan,625,,Port Sudan,SDN,37.2167,19.6167,18,11,2024,United States,CON_3,CON_3,2,1,Tom Perriello,,1,1,0,,,"U.S. Special Envoy for Sudan Tom Perriello traveled to Port Sudan on November 18 for a day of meetings with Sudanese officials, including Sovereign Council President Abdel Fattah al-Burhan, members of Sudanese civil society, and officials from the Office of the UN Resident and Humanitarian Coordinator. The trip underscores the ongoing U.S. commitment to working with the people of Sudan and our international partners to resolve the conflict and horrific human rights and humanitarian crisis in Sudan. The Special Envoy engaged in frank dialogue with Sudanese officials on the need to cease fighting, enable unhindered humanitarian access, including through localized pauses in the fighting to allow for the delivery of emergency relief supplies, and commit to a civilian government. He also expressed appreciation for the recent expansion of humanitarian access to more regions of Sudan experiencing famine conditions. ... The US Special Envoy for Sudan, Tom Perriello, visited Port Sudan on Monday, where he held what he described as ""fruitful"" meetings with Lt Gen Abdelfattah El Burhan, his deputy Malik Agar, civil society leaders, and United Nations humanitarian team officials. Perriello reportedly reaffirmed United States support for an immediate cessation of war and an end to the atrocities committed against the Sudanese people to El Burhan, commander-in-chief of the Sudanese Armed Forces and chairman of the Sovereignty Council, and Agar, deputy chair of the council, head of the Sudanese National Forces Coordination (NFC) political coalition, and commander of the Sudan People's Liberation Movement-North Blue Nile faction. ",https://www.miragenews.com/us-envoy-perriello-travels-to-sudan-djibouti-1359850/; https://allafrica.com/stories/202411200002.html,MR
SUD202411-14,Sudan,625,,Port Sudan,SDN,37.2167,19.6167,18,11,2024,United States,CON_3,CON_3,2,1,Tom Perriello,,1,,0,,,"U.S. Special Envoy for Sudan Tom Perriello traveled to Port Sudan on November 18 for a day of meetings with Sudanese officials, including Sovereign Council President Abdel Fattah al-Burhan, members of Sudanese civil society, and officials from the Office of the UN Resident and Humanitarian Coordinator. The trip underscores the ongoing U.S. commitment to working with the people of Sudan and our international partners to resolve the conflict and horrific human rights and humanitarian crisis in Sudan. The Special Envoy prioritized meeting with members of Sudanese civil society to discuss their humanitarian work across ethnic lines providing emergency assistance to vulnerable communities and internally displaced persons...... In meetings with civil society representatives and UN humanitarian team officials, Perriello heard their demands for an end to the atrocities committed against Sudanese women and the protection of civilians. ""We share the urgent desire of civil society to end the war, stop the abuses against civilians, and ensure a unified, democratic, and peaceful Sudan,"" Perriello said.",https://www.miragenews.com/us-envoy-perriello-travels-to-sudan-djibouti-1359850/; https://allafrica.com/stories/202411200002.html,MR
SUD202411-15,Sudan,625,,Port Sudan,SDN,37.2167,19.6167,18,11,2024,United States; UN,CON_3;IGO_49,CON_3; IGO_49,2; ,2,Tom Perriello,,0,,0,,,"U.S. Special Envoy for Sudan Tom Perriello traveled to Port Sudan on November 18 for a day of meetings with Sudanese officials, including Sovereign Council President Abdel Fattah al-Burhan, members of Sudanese civil society, and officials from the Office of the UN Resident and Humanitarian Coordinator. The Special Envoy heard from and thanked the courageous UN humanitarian officials working to deliver emergency relief to the Sudanese, despite daunting challenges......In meetings with civil society representatives and UN humanitarian team officials, Perriello heard their demands for an end to the atrocities committed against Sudanese women and the protection of civilians. ""We share the urgent desire of civil society to end the war, stop the abuses against civilians, and ensure a unified, democratic, and peaceful Sudan,"" Perriello said.",https://www.miragenews.com/us-envoy-perriello-travels-to-sudan-djibouti-1359850/; https://allafrica.com/stories/202411200002.html,MR
SUD202411-16,Sudan,625,,Djibouti,DJI,43,11.5,18,11,2024,IGAD; United States,IGO_312;CON_3,IGO_312; CON_3,; 2,2,Tom Perriello,,0,,0,,,The Special Envoy also traveled to Djibouti for meetings with Intergovernmental Authority on Development officials on the crisis in Sudan.,https://www.miragenews.com/us-envoy-perriello-travels-to-sudan-djibouti-1359850/; https://allafrica.com/stories/202411200002.html,MR
SUD202411-17,Sudan,625,,Rome,ITA,12.4828,41.8933,18,11,2024,Italy; Vatican City; United States,CON_139;CON_669;CON_3,CON_139; CON_669; CON_3,325; ; 2,3,Tom Perriello,,0,,0,,,"The Special Envoy will travel to Rome for meetings with Italian and Holy See government officials, UN officials, and non-governmental organization representatives on the crisis in Sudan.",https://www.miragenews.com/us-envoy-perriello-travels-to-sudan-djibouti-1359850/; https://allafrica.com/stories/202411200002.html,MR
SUD202411-18,Sudan,625,,Mauritania,MRT,-12,20,18,11,2024,United States; UN,CON_3;IGO_49,CON_3; IGO_49,2; ,2,Tom Perriello; Ramtane Lamamra,,0,,0,,,"Also on Wednesday, the US Special Envoy to Sudan Tom Perriello met with UN Secretary-General's Personal Envoy Ramtane Lamamra in Mauritania to discuss the UN's role in resolving the crisis.",https://allafrica.com/stories/202412230039.html,MR
SUD202411-19,Sudan,625,,Addis Ababa,ETH,38.74,9.03,19,11,2024,Ethiopia; United States,CON_159;CON_3,CON_159; CON_3,530; 2,2,Mesganu Arga; Vincent D Spera,,0,,0,,,"Ethiopia's State Minister of Foreign Affairs, Ambassador Mesganu Arga, held discussions with the U.S. Deputy Assistant Secretary of State for East Africa, Sudan, and South Sudan, Vincent D. Spera. Ambassador Mesganu emphasized the strategic cooperation between Ethiopia and the U.S. in terms of peace and security, noting that the relations between the two countries should be further strengthened in economic cooperation. The State Minister provided a briefing to the Deputy Assistant Secretary on the current situations in Sudan and Somalia. He also noted that the African Union and IGAD play critical roles, especially regarding the situation in Sudan. ",https://www.ena.et/web/eng/w/eng_5478013,MR
SUD202411-20,Sudan,625,,Port Sudan,SDN,37.2167,19.6167,24,11,2024,OCHA,GP-51,,,1,Tom Fletcher,,1,1,0,,,"Tom Fletcher, our new Under-Secretary-General for Humanitarian Affairs, is in the country, and that is his first field visit since he took office as OCHA chief.  Mr. Fletcher said the Sudan crisis is one of “staggering proportions, and it demands the world’s attention.” Today Mr. Fletcher met with Sudanese authorities, including General Burhan, President of the Transitional Sovereign Council.  In his meetings, he discussed ways to address constraints to the delivery of aid, the need to increase the presence of humanitarian personnel in areas worst affected by the crisis to scale up the response, and how to increase the delivery of aid across borders and across conflict lines. He underlined the importance of bringing attention to the suffering of civilians across the country.
On 24 November, Under-Secretary-General for Humanitarian Affairs Tom Fletcher travelled to Port Sudan in his first visit after assuming this role in mid-November. In his meetings with Sudanese authorities, he discussed ways to address constraints to the delivery of aid, the need to increase the presence of humanitarian personnel in areas worst affected by the hostilities to scale up the response, and how to increase the delivery of aid across borders and across conflict lines....UN humanitarian chief Tom Fletcher met with Sudan's military leadership on Monday to discuss critical aid delivery amid the country's ongoing conflict, officials said. Sudan's Transitional Sovereign Council Chairman Abdel Fattah Al-Burhan urged authorities to collaborate with UN agencies to ensure humanitarian assistance reaches those in need, according to an official statement. The meeting, held in Port Sudan, focused on strategies to address the humanitarian crisis triggered by fighting between the Sudanese Armed Forces (SAF) and the Rapid Support Forces (RSF) since mid-April 2023. Fletcher emphasized the importance of strengthening UN-Sudan partnerships to overcome aid distribution challenges. Sudan's acting foreign affairs undersecretary, Omar Issa, described the discussions as ""positive and fruitful."" .... UN Under-Secretary-General for Humanitarian Affairs Tom Fletcher, who replaced Martin Griffiths last week, said in a letter from Port Sudan to the humanitarian community that his first mission was to Sudan and neighboring Chad. Stephane Dujarric, the chief spokesman for UN Secretary-General Antonio Guterres, said Fletcher met with Sudanese authorities, including General Burhan, president of the Transitional Sovereign Council. Dujarric said that in Fletcher's meetings, ""he discussed ways to address constraints to the delivery of aid; the need to increase the presence of humanitarian personnel in areas worst affected by the crisis to scale up the response; and how to increase the delivery of aid across borders and across conflict lines."" ",https://www.securitycouncilreport.org/monthly-forecast/2024-12/sudan-32.php; https://press.un.org/en/2024/db241125.doc.htm; https://english.news.cn/africa/20241126/448b65a26bf64804a898440006435035/c.html; https://www.bignewsnetwork.com/news/274790793/new-un-relief-chief-appeals-for-more-aid-access-to-sudan-un; http://www.china.org.cn/world/2024-11/26/content_117568876.htm; https://www.radiotamazuj.org/en/news/article/sudan-crisis-demands-the-worlds-attention-ocha-boss; https://www.daijiworld.com/news/newsDisplay?newsID=1247941,MR
SUD202411-21,Sudan,625,,Chad,TCD,19,15,24,11,2024,OCHA; Chad,GP-51;CON_157,; CON_157,; 483,2,Tom Fletcher,,1,,0,,,"Fletcher also visited Chad to meet with Sudanese refugees and the host communities, as well as local Chadian authorities and officials of the humanitarian agencies.",https://www.securitycouncilreport.org/monthly-forecast/2024-12/sudan-32.php; https://press.un.org/en/2024/db241125.doc.htm,MR
SUD202411-22,Sudan,625,,Italy,ITA,12.8333,42.8333,25,11,2024,Canada; United States; France; Italy; Japan; United Kingdom; Germany,CON_11;CON_3;CON_7;CON_139;CON_294;CON_19;CON_2,CON_11; CON_3; CON_7; CON_139; CON_294; CON_19; CON_2,20; 2; 220; 325; 740; 200; 255,7,Anthony Blinken,G7,0,,0,,,"US Secretary of State Anthony Blinken is set to attend a critical meeting of the Group of Seven (G7) major democracies in Italy this weekend, according to a State Department announcement on Friday. In addition to Ukraine, Blinken is scheduled to address key global issues including conflicts in the Middle East, Indo-Pacific security, and crises in Haiti and Sudan. His itinerary also includes a meeting with Pope Francis following the G7 talks.",https://www.devdiscourse.com/article/law-order/3167167-diplomatic-summit-blinkens-g7-agenda-amid-global-tensions,MR
SUD202411-23,Sudan,625,,Geneva,CHE,6.1469,46.2017,25,11,2024,Switzerland; France,CON_202;CON_7,CON_202; CON_7,225; 220,2,,,2+,,0,,,"Geneva has hosted a third “roundtable” of meetings involving Sudanese political and civil groups aimed at bridging the gap between the country’s warring parties. These talks, coordinated by the French organization Promediation, follow similar meetings held previously in Cairo and Geneva. The primary goals are to negotiate a ceasefire and facilitate humanitarian aid to civilians. The two-day meetings, which began on Monday, include representatives from the Coordination of Democratic Civil Forces (Tagadum), the pro-army Democratic Bloc coalition, and armed movements aligned with the bloc. However, some groups have announced their boycott of the meetings. Omar Khalafallah, a leader in the Democratic Unionist Party and another bloc spokesperson, refuted Zakaria’s statement, insisting that the bloc would attend the meetings to promote a national vision. A wide array of civilian leaders are participating in the talks, including key figures from Tagadum, such as Sudanese Congress Party leader Omar Al-Dukair, Federal Gathering Party leader Babiker Faisal, and head of the Sudan Liberation Movement – Transitional Council Al-Hadi Idris. Osman expressed optimism that the participants would issue a unified final statement addressing the peaceful resolution of the war and agreeing on a humanitarian truce to facilitate aid delivery. In October, Cairo hosted a similar meeting, which resulted in a final statement signed by the participating groups, except for the Sudan Liberation Movement – Minni Minnawi faction and the JEM – Jibril Ibrahim faction, which refused to endorse the Cairo declaration despite attending the discussions. Promediation, a French organization supported by the French and Swiss foreign ministries, has played a consistent role in Sudanese affairs. Since June 2022, it has organized roundtable discussions, initially focusing on negotiations between Darfuri armed movements before expanding its scope to include Sudanese political and civil forces in the wake of the war.",https://english.aawsat.com/arab-world/5085489-sudanese-stakeholders-hold-roundtable-talks-geneva,MR
SUD202411-24,Sudan,625,,Virtual ,0, , ,26,11,2024,United Arab Emirates; United States,CON_591;CON_3,CON_591; CON_3,696; 2,2,Abdullah bin Zayed al-Nahyan; Anthony Blinken,,0,,0,,,"His Highness Sheikh Abdullah bin Zayed Al Nahyan, Deputy Prime Minister and Minister of Foreign Affairs, has held discussions with Antony Blinken, US Secretary of State, particularly focusing on the situation in Gaza and Lebanon. During a phone call, the two reviewed political and diplomatic efforts to reach a sustainable ceasefire aimed at supporting efforts for lasting stability and security in the region. They also discussed the international community's efforts to enhance humanitarian responses in Gaza and addressed the situation in Sudan and its humanitarian implications.",https://www.tag911.ae/news/local-news/abdullah-bin-zayed-blinken-discuss-latest-regional-developments/,MR
SUD202411-25,Sudan,625,,Rome,ITA,12.4828,41.8933,26,11,2024,Saudi Arabia; United Arab Emirates; Egypt; United States,CON_419;CON_591;CON_82;CON_3,CON_419; CON_591; CON_82; CON_3,670; 696; 651; 2,4,Faisal bin Farhan al-Saud; Badr Abdelatty; Anthony Blinken; Faisal bin Sattam bin Abdulaziz; Reem Al-Hashimy,,0,,0,,,"Saudi Minister of Foreign Affairs Prince Faisal bin Farhan bin Abdullah participated Monday in the Quadripartite meeting on Sudan with the United Arab Emirates, Egypt, and the United States on the sidelines of his participation in the expanded session of the second Group of Seven (G7) Foreign Ministers’ Meeting held in Fiuggi, Italy. The meeting discussed developments in the Sudanese crisis and the need to unify efforts to reach an immediate ceasefire, work to calm the situation and enhance humanitarian efforts. The meeting also addressed implementing the Jeddah Declaration regarding the protection of civilians and supporting an inter-Sudanese political process that ensures Sudan's stability and preserves its sovereignty, unity, and territorial integrity. The meeting was attended by the Saudi Ambassador to Italy, Prince Faisal bin Sattam bin Abdulaziz..... Saudi Arabia, Egypt, the United Arab Emirates (UAE), and the US held talks to reach a cease-fire in war-torn Sudan. A Saudi Foreign Ministry said the meeting, held on the sidelines of the meeting of the G7 foreign ministers in Rome on Monday evening, dwelt on the Sudanese crisis and efforts to reach an immediate cease-fire, enhance humanitarian efforts, and implement the Jeddah Declaration regarding the protection of civilians. The meeting was attended by Saudi Minister Faisal bin Farhan, Egypt’s Badr Abdelatty, US Secretary of State Antony Blinken, and Emirati Minister of State for International Cooperation Reem Al-Hashimy. The talks also explored support for a Sudanese political process “that ensures Sudan's stability and preserves its sovereignty, unity, and territorial integrity,"" the statement said. Abdelatty, for his part, reiterated Egypt’s keenness on restoring stability to Sudan and underlined the importance of reaching a cease-fire there and boosting access to humanitarian aid, according to a statement released by the Egyptian Foreign Ministry. ",https://english.aawsat.com/gulf/5085476-saudi-foreign-minister-participates-quadripartite-meeting-sudan; https://www.aa.com.tr/en/africa/4-way-meeting-explores-efforts-to-reach-cease-fire-in-war-torn-sudan/3405073,MR
SUD202411-26,Sudan,625,,Asmara,ERI,38.925,15.3228,26,11,2024,Eritrea,CON_272,CON_272,531,1,Isaias Afwerki,,1,1,0,,,"General Abdel Fattah al-Burhan, Chair of Sudan’s Sovereign Council, arrived in Asmara on November 26, 2024, for a working visit and was welcomed by President Isaias Afwerki at Asmara International Airport. Al-Burhan was accompanied by Lt. Gen. Ahmed Ibrahim Mofadal, Director General of the General Intelligence Service, Sudan’s Minister of Culture and Information, Khalid Ali Eleaisir, and other senior officials. Eritrea’s Information Minister, Yemane G. Meskel, stated that the visit aims to “enhance bilateral ties” between Eritrea and Sudan. The discussions are also expected to address “recent developments in Sudan” and “regional and geopolitical matters of mutual interest.” ",https://addisstandard.com/al-burhan-arrives-in-asmara-for-working-visit-sudans-foreign-minister-holds-talks-with-ethiopias-fm/,MR
SUD202411-27,Sudan,625,,Addis Ababa,ETH,38.74,9.03,26,11,2024,Ethiopia,CON_159,CON_159,530,1,Gedion Timotheos,,1,1,0,,,"Al-Burhan’s visit coincides with a meeting in Addis Abeba between Ethiopia’s Minister of Foreign Affairs, Gedion Timotheos, and Sudan’s Foreign Minister, Ambassador Ali Youssef. The talks focused on Sudan’s internal conflict and bilateral cooperation, according to Ethiopia’s Ministry of Foreign Affairs. Ethiopia’s Ministry of Foreign Affairs reported that Gedion emphasized the country’s support for a peaceful resolution to the Sudanese conflict, stating that any solution should respect Sudan’s “sovereignty and territorial integrity.” He added, “Ethiopia remains committed to fostering peace in Sudan through dialogue and continued collaboration.” The ministry noted that the discussions also covered the “third round of negotiations over the Grand Ethiopian Renaissance Dam (GERD)” and regional stability. Gedion reiterated Ethiopia’s commitment to “sustainable partnerships” with Sudan and said the direct relations between the two countries to address shared challenges should be strengthened.... Sudan and Ethiopia have agreed to convene the Joint Higher Political Committee to explore further avenues for strengthening cooperation. This came during a meeting held on Tuesday in Addis Ababa between Minister of Foreign Affairs Dr. Ali Youssef Ahmed Al-Sharif and his Ethiopian counterpart Dr. Gedion Timothewos, in the presence of the Ethiopian State Minister Mr. Mesganu Arga. The two ministers also stressed the importance of convening joint committees among border states to facilitate cross-border trade, cooperation, and the movement of people. Dr. Al-Sharif used the opportunity to brief the Ethiopian side on the current situation in Sudan, highlighting the recent victories of the Sudanese Armed Forces over the rebel militia, as part of efforts to end the danger it poses to the country and the region. He also drew attention to the presence of huge numbers of foreign mercenaries within the ranks of the militia, arriving from far corners of the globe. In this connection, the Minister stressed the importance of regional cooperation to address the influx of mercenaries into Sudan, with a view to preventing their spread on the region and eliminating the associated risks. The meeting also touched on the conditions of Sudanese nationals residing in and transiting through Ethiopia, discussing ways to regularize their status and address their humanitarian needs. ",https://addisstandard.com/al-burhan-arrives-in-asmara-for-working-visit-sudans-foreign-minister-holds-talks-with-ethiopias-fm/; https://allafrica.com/stories/202411280073.html,MR
SUD202412-1,Sudan,625,,Port Sudan,SDN,37.2167,19.6167,3,12,2024,Egypt,CON_82,CON_82,651,1,Badr Abdelatty,,1,1,0,,,"On Dec 3, Abdelatty visited Sudan for the first time since the war began between the army and the RSF. He held talks with Abdel Fattah al-Burhan, Chairman of the Sovereign Council and leader of the Sudanese Armed Forces, as part of ongoing diplomatic efforts... Abdelatty said ""We intend to host the second edition of the meeting of Sudanese political and civil forces with the participation of all parties."" He added ""we affirm that ownership belongs to Sudan, and we completely reject any external interference or dictates because the solution must be Sudanese."" Abdelatty stressed that Egypt is ready to support efforts to stop the bloodshed and restore stability in Sudan. ",https://www.garoweonline.com/en/world/africa/egypt-takes-lead-in-resolving-sudan-s-ongoing-conflict,MR
SUD202412-2,Sudan,625,,Entebbe,SDN,32.4795,0.0486,3,12,2024,Uganda,CON_176,CON_176,500,1,,,1,,0,,,"Civilian coalition Tagaddum 3-6 Dec met in Entebbe city, Uganda, amid reports of internal divisions.",https://www.crisisgroup.org/crisiswatch/database?location%5B%5D=14&crisis_state=&created=&from_month=1&from_year=2025&to_month=1&to_year=2025,MR
