level_0,id_paax,actor_type,sub_type,cs_type,international,regional,domestic,un_type,iso3c,country_name,actor_id,actor_name,abbreviation,alt_names
old,ARM_124,Armed Organization,,,,,,,SOM,Somalia,124.0,Somali Salvation Democratic Front,SSDF,
old,UMB_125,Umbrella,,,,,,,SOM,Somalia,125.0,Somali National Alliance,SNA,
old,ARM_126,Armed Organization,,,,,,,SOM,Somalia,126.0,Southern Somali National Movement,SSNM,
old,ARM_127,Armed Organization,,,,,,,SOM,Somalia,127.0,United Somali Root,USR,
old,ARM_128,Armed Organization,,,,,,,SOM,Somalia,128.0,Somali Patriotic Movement,SPM,Somali Patriotic Movement | Somali Patriotic Movement / Somali National Alliance | Somali Patriotic Movement / Somali Salvation Alliance | SPM | SPM / Nakuru
old,ARM_129,Armed Organization,,,,,,,SOM,Somalia,129.0,Upper Jubba,,
old,POL_130,Political Party,,,,,,,SOM,Somalia,130.0,United Somali Party,,
old,ARM_131,Armed Organization,,,,,,,SOM,Somalia,131.0,United Somali Front,USF,
old,ARM_132,Armed Organization,,,,,,,SOM,Somalia,132.0,United Somali Congress,USC,Somali National Alliance | SNA | USC/SNA
old,ARM_133,Armed Organization,,,,,,,SOM,Somalia,133.0,Somali Afrikans Muki Organization,SAMO,
old,ARM_134,Armed Organization,,,,,,,SOM,Somalia,134.0,Somali National Union,SNU, Somali National Union |  Somali National Union / Somali Salvation Alliance
old,ARM_135,Armed Organization,,,,,,,SOM,Somalia,135.0,Somali National Democratic Union,SNDU, Somali National Democratic Union |  Somali National Democratic Union / Somali Salvation Alliance
old,ARM_136,Armed Organization,,,,,,,SOM,Somalia,136.0,Somali Democratic Movement,SDM,Somali Democratic Movement | Somali Democratic Movement / Bonkai | Somali Democratic Movement / Rahanwein Resistance Army | Somali Democratic Movement / Somali National Alliance | Somali Democratic Movement / Somali Salvation Alliance
old,ARM_137,Armed Organization,,,,,,,SOM,Somalia,137.0,Somali Democratic Alliance,SDA, Somali Democratic Alliance |  Somali Democratic Alliance / Somali Salvation Alliance
old,ARM_138,Armed Organization,,,,,,,SOM,Somalia,138.0,Somali Salvation Congress,SSC,
old,CON_139,Country/State,,,,,,,ITA,Italy,139.0,Italy,ITA,Italy/Sardinia | ITALY | Italy | ITALY | Republic Italy | Italy | Government Italian Public | Government Italy | Italian Government  Signing | Italian Republic
old,ARM_140,Armed Organization,,,,,,,GNB,Guinea-Bissau,140.0,Commander of the Self-Proclaimed Military Junta,,
old,MIL_141,Military,,,,,,,NGA,Nigeria,141.0,Nigeria Armed Forces,,Armed Forces Federal Republic Nigeria | Armed Forces Federal Republic Nigeria | Armed Forces Federal Republic NIGERIA | Armed Forces Federal Republic Nigeria Excellency | Armed Forces Federal Republic Nigeria Excellency Maftre Abdoulaye WADE
old,CON_142,Country/State,,,,,,,NER,Niger,142.0,Niger,NIR,"Niger | NIGER | Niger | Niger  Yahaya Assoumane | Republic Niger | Republic NIGER | Republic Niger ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¢ | Republic Niger Excellency Olusegun OBASANJO | Republic Niger MaÃƒÆ’Ã‚Â¯ MaÃƒÆ’Ã‚Â¯ Gana | Republic Niger Mr MAÃƒÆ’Ã‚Â MAÃƒÆ’Ã‚Â | Republic Niger , Current | Republic Niger ISSOFOU OUBANDAWAKI | Republic Niger  Excellency Olusegun OBASANJO"
old,ARM_143,Armed Organization,,,,,,,SLB,Solomon Islands,143.0,Malaita Eagle Force,MEF,
old,ARM_144,Armed Organization,,,,,,,NPL,Nepal,144.0,Unified Communist Party of Nepal - Maoist,CPN-M,
old,POL_145,Political Party,,,,,,,NPL,Nepal,145.0,Communist Party of Nepal (Maoist Centre),CPN (Maoist),
old,CON_146,Country/State,,,,,,,NPL,Nepal,146.0,Nepal,NEP,"Nepal | NEPAL | Nepal | Nepal | Government Nepal | Government Nepal , Coordinator : | Government Nepal : Coordinator : | Government Nepal Negotiating Team | Nepali Congress"
old,POL_147,Political Party,,,,,,,NPL,Nepal,147.0,Communist Party of Nepal (Unified Marxist–Leninist),CPN (UML),
old,POL_148,Political Party,,,,,,,NPL,Nepal,148.0,Nepali Congress,,
old,POL_149,Political Party,,,,,,,NPL,Nepal,149.0,Nepal Sadbhavana Party,,
old,POL_150,Political Party,,,,,,,NPL,Nepal,150.0,Nepal Majdoor Kisan Party,,
old,POL_151,Political Party,,,,,,,NPL,Nepal,151.0,People's Front Nepal,,
old,UMB_152,Umbrella,,,,,,,NPL,Nepal,152.0,United Left Front,ULF,
old,POL_153,Political Party,,,,,,,NPL,Nepal,153.0,Nepal Socialist Party,,
old,POL_154,Political Party,,,,,,,NPL,Nepal,154.0,Nepal Workers' and Peasants' Party,,
old,ARM_155,Armed Organization,,,,,,,SDN,Sudan,155.0,Justice and Equality Movement,JEM,JEM ( Justice Equality Movement | Justice and Equality Movement (JEM)
old,ARM_156,Armed Organization,,,,,,,SDN,Sudan,156.0,Sudan Liberation Movement/Army,SLM/A,Sudan Liberation Army | Sudan Liberation Movement / Army | Sudan Liberation Movement / Army Minni Arko Minawi | Sudan Liberation Movement / Army ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Transitional Council Dr. | Sudan Liberation Movement / Sudan Liberation Army | SLA / MM | Sudan Liberation Army
old,CON_157,Country/State,,,,,,,TCD,Chad,157.0,Chad,CHA,Chad | CHAD | Chad | Republic Chad | Republic Chad  - Moussa Faki MAHAMAT | RÃƒÂ©publique du Tchad
old,CON_158,Country/State,,,,,,,SDN,Sudan,158.0,Sudan,SUD,Sudan | SUDAN | Republic Sudan | Republic SUDAN | Republic Sudan H.E. P | Sudan | Sudan : Lino Roll Deng | Sudan | Government Republic Sudan | Sudan Government | SUDAN GOVERNMENT | Sudan Government Delegation | Sudanese Government | Republic Sudan  H.E. P | Transitional Government Negotiation Delegation
old,CON_159,Country/State,,,,,,,ETH,Ethiopia,159.0,Ethiopia,ETH,Ethiopia | ETHIOPIA | Democratic Republic Ethiopia | Ethiopia | ETHIOPIA | ETHIOPIAN | Ethopia | Federal Democratic Republic Ethiopia  - Representing Facilitator | Republic Ethiopia | Ethiopia | Ethiopian Government | Federal Democratic Republic Ethiopia | FEDERAL DEMOCRATIC REPUBLIC ETHIOPIA | FDRE
old,CON_160,Country/State,,,,,,,PHL,Philippines,160.0,Philippines,PHI,Philippines | PHILIPPINES | Philippines | GOVERNMENT REPUBLIC PHILIPPINES | Government Republic Philippines | Government Republic Philippines Mohagher Iqbal | PHILIPPINES | GRP Panel Chair | GRP Panel Executive | GRP Panel Peace Talks | GRP Panelen ATTY | GRP Peace Panel | GRP Representative | GRP SCCH Chairman | GRP Secretariat Victor I. Erfe | GRP Sub - Committee Cessation Hostilities | GRP Sub - Committee Cessation Hostilities ( CCCH | GRP Sub - Committee Cessation Hostilities Chairperson | GRP Technical Comittee Chairperson | GRP Technical Committee | GRP Technical Committee Acting Chairperson | GRP Technical Committee Chairperson | GRP Technical Working Group | House Representatives GRP | GPH | Government Philippines - Coordinating Committee | GPH - CCCH
old,ARM_161,Armed Organization,,,,,,,PHL,Philippines,161.0,National Democratic Front of the Philippines,NDFP,
old,CON_162,Country/State,,,,,,,IDN,Indonesia,162.0,Indonesia,INS,Indonesia | INDONESIA | Indonesia | Republic Indonesia | Republic lndonesia | Indonesia  | Indonesian Government
old,ARM_163,Armed Organization,,,,,,,IDN,Indonesia,163.0,Free Aceh Movement,GAM,Gerakan Aceh Merdeka
old,NGO_164,Civil Society,Non-governmental Organization,Other,1.0,,,,,,164.0,Centre for Humanitarian Dialogue,HD,HD | Henry Dunant Centre for Humanitarian Dialogue | Henry Dunant Center Humanitarian Dialogue
old,OTH_165,Other,,,,,1.0,,IDN,Indonesia,165.0,Aceh Police,,
old,OTH_166,Other,,,,,1.0,,IDN,Indonesia,166.0,Joint Committee on Humanitarian Action,,
old,OTH_167,Other,,,,,1.0,,IDN,Indonesia,167.0,Joint Committee on Security Modalities,,
old,UMB_168,Umbrella,,,,,,,CIV,Côte d'Ivoire (Ivory Coast),168.0,Forces Nouvelles de Côte d'Ivoire,FAFN,Forces armÃ©es des forces nouvelles | Forces Nouvelles de Côte d'Ivoire | Armed Forces of the New Forces | FNCI | FN | FAFN | New Forces of Ivory Coast
old,CON_169,Country/State,,,,,,,IRL,Ireland,169.0,Ireland,IRE,Ireland | IRELAND | Ireland | Republic of Ireland | Republic Ireland | Ireland | Irish Government | Irish Governments | Republic Ireland Government | Taoiseach
old,ENT_170,Entity,,,,,,,GBR,United Kingdom,170.0,Northern Ireland,NI,Northern Ireland Assembly
old,CON_171,Country/State,,,,,,,FIN,Finland,171.0,Finland,FIN,FINLAND | Finland | FINLAND | Republic Finland
old,CON_172,Country/State,,,,,,,KEN,Kenya,172.0,Kenya,KEN,KENYA | Kenya | Republic Keny | Republic Kenya | Kenya | Government Republic Kenya | Kenya Government Facilitation Team | KENYAN GOVERNMENT REPRESENTATIVES  1 | Kenyua
old,CON_173,Country/State,,,,,,,SSD,South Sudan,173.0,South Sudan,SSD,South Sudan | SOUTH SUDAN | Republic South Sudan | Republic South Sudan/ | South Sudan | Souther Sudan | Government South Sudan | Southern Sudan | GRSS
old,CON_174,Country/State,,,,,,,TZA,Tanzania,174.0,Tanzania,TAZ,"Tanzania/Tanganyika | TANZANIA, UNITED REPUBLIC OF | Republic Tanzania | Tanzania | Tanzanian Republic  - ABDOU DIOUF | United Republic of Tanzania | United Republic Tanzania"
old,ARM_175,Armed Organization,,,,,,,UGA,Uganda,175.0,Lord’s Resistance Army,LRA,LRA/M | Kony
old,CON_176,Country/State,,,,,,,UGA,Uganda,176.0,Uganda,UGA,Uganda | UGANDA | Republic Uganda | Republic Uganda  Facilitators/ | Uganda | UGANDA | Uganda National Rescue II | UGANDA NATIONAL RESCUE II | Uganda National Rescue II High Command | Uganda | GOVERNMENT UGANDA | Government Uganda Delegation
old,CON_177,Country/State,,,,,,,CHL,Chile,177.0,Chile,CHL,Chile | CHILE | Chile | CHILE | Republic Chile
old,CON_178,Country/State,,,,,,,PER,Peru,178.0,Peru,PER,Peru | PERU | PERU | Peru | Republic Peru
old,CON_179,Country/State,,,,,,,ECU,Ecuador,179.0,Ecuador,ECU,Ecuador | ECUADOR | ECUADOR | Ecuador | Republic Ecuador
old,ARM_180,Armed Organization,,,,,,,COL,Colombia,180.0,FARC,FARC,Fuerzas Armadas Revolucionarias de Colombia |  Revolutionary Armed Forces of Colombia | FARC | FARC - EP | FARC - EP MANUEL MARULANDA VÃƒÆ’Ã¢â‚¬Â°LEZ | FARC - EP : JOAQUÃƒÆ’Ã‚ÂN GÃƒÆ’Ã¢â‚¬Å“MEZ | FARC - EP PABLO CATA TUMBO | FARC GULLERMO ZULUAGA | Revolutionary Armed Forces Colombia | Revolutionary Armed Forces Colombia - People ÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Army
old,CON_181,Country/State,,,,,,,COL,Colombia,181.0,Colombia,COL,Colombia | COLOMBIA | Colombia | Republic Colombia | Colombia | Colombian National Government | National Government Colombia
old,ARM_182,Armed Organization,,,,,,,COL,Colombia,182.0,United Self-Defence Groups of Colombia,AUC,
old,ARM_183,Armed Organization,,,,,,,COL,Colombia,183.0,Militias,,
old,NGO_184,Civil Society,Religious,,,,1.0,,COL,Colombia,184.0,Episcopal Conference of Colombia,,
old,ARM_185,Armed Organization,,,,,,,COL,Colombia,185.0,Frente Francisco Garnica,FFG,Francisco Garnica Front
old,NGO_186,Civil Society,Religious,,,,1.0,,COL,Colombia,186.0,Church Representative,,
old,POL_187,Political Party,,,,,,,ESP,Spain,187.0,Spanish Socialist Workers Party,,
old,NGO_188,Civil Society,Religious,,,,1.0,,COL,Colombia,188.0,Religious Representatives,,
old,ARM_189,Armed Organization,,,,,,,COL,Colombia,189.0,Popular Liberation Army,EPL,Ejército Popular de Liberación
old,ARM_190,Armed Organization,,,,,,,COL,Colombia,190.0,Quintin Lame Armed Movement,MAQL,
old,POL_191,Political Party,,,,,,,COL,Colombia,191.0,Political Parties,,
old,NGO_192,Civil Society,Non-governmental Organization,Other,1.0,,,,,,192.0,World Council of Indigenous Peoples,,
old,NGO_193,Civil Society,Non-governmental Organization,Other,,,1.0,,ESP,Spain,193.0,Spanish Human Rights Association,,
old,POL_194,Political Party,,,,,,,COL,Colombia,194.0,Revolutionary Worker’s Party,,
old,ARM_195,Armed Organization,,,,,,,COL,Colombia,195.0,National Liberation Army,ELN,Ejército de Liberación Nacional
old,UMB_196,Umbrella,,,,,,,COL,Colombia,196.0,CGSB,,Coordinadora Guerrillera SimÃ³n BolÃ­var | SIMÃ“N BOLÃVAR GUERRILLA COORDINATING BOARD
old,NGO_197,Civil Society,Non-governmental Organization,Other,,,1.0,,,,197.0,Civil Society,,
old,NGO_198,Civil Society,Religious,,1.0,,,,COL,Colombia,198.0,Catholic Church,,Catholic Church of Colombia
old,OTH_199,Civil Society,Non-governmental Organization,Other,1.0,,,,,,199.0,Socialist International,,
old,ARM_200,Armed Organization,,,,,,,COL,Colombia,200.0,M-19,M19,19th of April Movement
old,NGO_201,Civil Society,Non-governmental Organization,Other,1.0,,,,,,201.0,International Committee of the Red Cross,,ICRC | Red Cross | ICRC ZENICA | C. Von Flue | International Red Cross | RC
old,CON_202,Country/State,,,,,,,CHE,Switzerland,202.0,Switzerland,SWZ,Switzerland | SWITZERLAND | Swiss Confederation | SWISS CONFEDERATION | Switzerland
old,CON_203,Country/State,,,,,,,CUB,Cuba,203.0,Cuba,CUB,CUBA | Cuba | Republic Cuba
old,ARM_204,Armed Organization,,,,,,,COL,Colombia,204.0,CRS,CRS,la Corriente de Renovacion Socialista
old,OTH_206,Other,,,1.0,,,,,,206.0,International Community,,
old,ENT_207,Civil Society,Communities and tribes,,,,1.0,,COL,Colombia,207.0,Bolívar South,,
old,POL_208,Political Party,,,,,,,ZAF,South Africa,208.0,Solidarity,,
old,POL_209,Political Party,,,,,,,ZAF,South Africa,209.0,SA Communist Party,,
old,POL_210,Political Party,,,,,,,ZAF,South Africa,210.0,Inkatha Freedom Party,,
old,POL_211,Political Party,,,,,,,ZAF,South Africa,211.0,United People's Front,,
old,POL_212,Political Party,,,,,,,ZAF,South Africa,212.0,Democratic Party,,
old,ENT_213,Entity,,,,,,,ZAF,South Africa,213.0,Bophuthatswana Govt,,
old,POL_214,Political Party,,,,,,,ZAF,South Africa,214.0,Ximoko Progressive Party,,
old,ENT_215,Entity,,,,,,,ZAF,South Africa,215.0,Venda Govt,,
old,ENT_216,Entity,,,,,,,ZAF,South Africa,216.0,Transkei Govt,,
old,POL_217,Political Party,,,,,,,ZAF,South Africa,217.0,Dikwankwetla Party,,
old,POL_218,Political Party,,,,,,,ZAF,South Africa,218.0,Intando Yesizwe Party,,
old,POL_219,Political Party,,,,,,,ZAF,South Africa,219.0,Inyandza National Movement,,
old,POL_220,Political Party,,,,,,,ZAF,South Africa,220.0,Labour Party SA,,
old,CON_221,Country/State,,,,,,,ZAF,South Africa,221.0,South Africa,SAF,South Africa | SOUTH AFRICA | Republic South Afirca | Republic South Africa | South Africa | SOUTH AFRICA | South Africa | Government Republic South Africa | South African Government & | South African Parliament
old,POL_222,Political Party,,,,,,,ZAF,South Africa,222.0,African National Congress,ANC,
old,POL_223,Political Party,,,,,,,ZAF,South Africa,223.0,Natal / Tvl Indian Congress,,
old,POL_224,Political Party,,,,,,,ZAF,South Africa,224.0,National Party,,
old,POL_225,Political Party,,,,,,,ZAF,South Africa,225.0,National People's Party,,
old,IGO_226,Intergovernmental Organization,,,1.0,,,,,,226.0,Organisation of Islamic Cooperation,OIC,Organisation Of Islamic Cooperation | Organization Of Islamic Cooperation || Organization Of The Islamic Conference || OIC || Organisation Of The Islamic Conference |  Organization Of Islamic Cooperation  | Organization Of The Islamic Conference  |  OIC  | Organisation Of The Islamic Conference | Organization of the Islamic Conference (OIC) | Org. Islamic Conference | Organization of the Islamic Conference (OIC) | Organization of the Islamic Conference | Org. of the Islamic Conference | OCI | Organization of the Islamic Conference | Organisation de la coopÃ©ration islamique |  l'Organisations de la CoopÃ©ration Islamique | l'OCC | the Organization of the Islamic Conference | Organisation Islamic Cooperation
old,ARM_227,Armed Organization,,,,,,,PHL,Philippines,227.0,Moro National Liberation Front,MNLF,
old,CON_228,Country/State,,,,,,,MAR,Morocco,228.0,Morocco,MOR,Morocco | MOROCCO | Kingdom Morocco | Morocco &
old,ARM_229,Armed Organization,,,,,,, ,Western Sahara,229.0,Polisario Front,,Frente Polisario
old,ARM_230,Armed Organization,,,,,,,PHL,Philippines,230.0,Moro Islamic Liberation Front ,MILF,MILF | MILF - CCCH Chairperson | MILF CCCH | MILF CCCH Chairperson | MILF CCCH Member | MILF Cease - Fire Committee | MILF Central Committee | MILF Committee | MILF Committee Cessation Hostilities | MILF Committee Cessation Hostilities Chair | MILF Implementation Panel | MILF Implementing Panel | MILF Islamic Supreme Court | MILF Legal Counsel | MILF Legal Counselor | MILF Negotiating Panel | MILF Panel | MILF Panel Chair | MILF Peace | MILF Political Affairs | MILF Political Affairs Central Committee | MILF SCCH | MILF SCCH Acting | MILF SCCH Member | MILF Secretariat | MILF Secretariat Technical Committee | MILF Sub - Committee Cessation Hostilities | MILF Sub - Committee Cessation Hostilities Acting | MILF Sub - Committee Cessation Hostilities Chairperson | MILF Technical Committee | MILF Technical Committee Acting | MILF Technical Committee Chairperson | MILF Technical Working Group | Moro Islamic Liberation
old,OTH_231,Other,,,,,1.0,,LBR,Liberia,231.0,Liberia National Conference,,
old,ARM_233,Armed Organization,,,,,,,LBR,Liberia,233.0,Lofa Defence Force,LDF,
old,ARM_234,Armed Organization,,,,,,,LBR,Liberia,234.0,United Liberation Movement for Democracy in Liberia,,
old,MIL_235,Military,,,,,,,LBR,Liberia,235.0,Liberia Armed Forces,, Armed Forces Liberia |  ARMED FORCES LIBERIA
old,POL_236,Political Party,,,,,,,CIV,Côte d'Ivoire (Ivory Coast),236.0,Movement of the Forces of the Future,MFA,
old,ARM_237,Armed Organization,,,,,,,CIV,Côte d'Ivoire (Ivory Coast),237.0,Ivorian Popular Front,FPI,
old,ARM_238,Armed Organization,,,,,,,CIV,Côte d'Ivoire (Ivory Coast),238.0,Rally of the Republicans,RDR,
old,POL_239,Political Party,,,,,,,CIV,Côte d'Ivoire (Ivory Coast),239.0,Ivorian Workers' Party,PIT,
old,ARM_240,Armed Organization,,,,,,,CIV,Côte d'Ivoire (Ivory Coast),240.0,Patriotic Movement of Côte d’Ivoire,MPCI,Mouvement patriotique de Côte d’Ivoire
old,ARM_241,Armed Organization,,,,,,,CIV,Côte d'Ivoire (Ivory Coast),241.0,Ivorian Popular Movement of the Great West,MPIGO,Mouvement populaire ivoirien du Grand Ouest
old,POL_242,Political Party,,,,,,,CIV,Côte d'Ivoire (Ivory Coast),242.0,Union for Democracy and Peace in Ivory Coast,UDCPI,
old,POL_243,Political Party,,,,,,,CIV,Côte d'Ivoire (Ivory Coast),243.0,Democratic Party of Ivory Coast – African Democratic Rally,PDCI-RDA,
old,ARM_244,Armed Organization,,,,,,,CIV,Côte d'Ivoire (Ivory Coast),244.0,Movement for Justice and Peace,MJP,Mouvement pour la justice et la paix
old,POL_245,Political Party,,,,,,,CIV,Côte d'Ivoire (Ivory Coast),245.0,Citizens' Democratic Union,UDCY,
old,POL_246,Political Party,,,,,,,KHM,Cambodia,246.0,FUNCINPEC,,"National United Front for an Independent, Neutral, Peaceful and Cooperative Cambodia"
old,CON_247,Country/State,,,,,,,KHM,Cambodia,247.0,Cambodia,CAM,Cambodia (Kampuchea) | CAMBODIA | Cambodia | Kingdom of Cambodia | Kingdom Cambodia
old,CON_248,Country/State,,,,,,,DJI,Djibouti,248.0,Djibouti,DJI,Djibouti | DJIBOUTI | Djibouti | Djibouti & FRUD ] | Republic Diijbouti | Republic Djibouti
old,ARM_249,Armed Organization,,,,,,,DJI,Djibouti,249.0,Front for the Restoration of Unity and Democracy,FRUD,Frontpourlarestaurationdel'unitéetdeladémocratie | Front pour la Restauration de l'Unité et de la Démocratie | Front pour la Restauration de l'Unité et de la Démocratie (FRUD)
old,IGO_250,Intergovernmental Organization,,,1.0,,,,,,250.0,World Peace Council,WPC,World Peace Council Africa Area / Congo
old,ARM_252,Armed Organization,,,,,,,COG,"Congo, Republic of the",252.0,Self-Defence Forces of Resistance,FADR, FADR
old,CON_253,Country/State,,,,,,,BDI,Burundi,253.0,Burundi,BUI,Burundi | BURUNDI | Burundi | Burundi - | Republic Burundi | Republic Burundi - Mr | Republic Burundi Signatory Party | Republic Burundi : | Burundi | Burundi Government Delegation | Burundian National Assembly | Burundi Government Delegation | Republic Burundi  - Mr | Republic Burundi  Signatory Party | Burundi  -
old,ARM_254,Armed Organization,,,,,,,NER,Niger,254.0,Coordination of the Armed Resistance,CRA,Coordination de la Résistance Armée | Coordination de la Résistance Armée (CRA)
old,CON_255,Country/State,,,,,,,DZA,Algeria,255.0,Algeria,ALG,Algeria | ALGERIA | People's Democratic Republic Algeria | People's Democratic Republic Algeria  ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¢ | People's Democratic Republic Algeria :  ( Signed ) Ramtane Lamamra | People's Democratic Republic of Algeria | Democratic and Popular Republic of Algeria | RÃƒÂ©publique AlgÃƒÂ©rinne DÃƒÂ©mocratique et Populaire | People Ã¢â‚¬â„¢s Democratic Republic Algeria | Popular Republic Algeria | People Ã¢â‚¬â„¢s Democratic Republic Algeria | People Ã¢â‚¬â„¢s Democratic Republic Algeria  Ã¢â‚¬Â¢ | People Ã¢â‚¬â„¢s Democratic Republic Algeria :  ( Signed ) Ramtane Lamamra
old,ARM_256,Armed Organization,,,,,,,NER,Niger,256.0,Organisation of the Armed Resistance,,
old,ARM_257,Armed Organization,,,,,,,MLI,Mali,257.0,Arab Movement of Azawad ,MAA,Mouvement Arabe de l'Azawad
old,ARM_258,Armed Organization,,,,,,,AGO,Angola,258.0,National Union for the Total Independence of Angola,UNITA,União Nacional para a Independência Total de Angola (UNITA) | União Nacional para a Independência Total de Angola
old,CON_259,Country/State,,,,,,,PRT,Portugal,259.0,Portugal,POR,Portugal | PORTUGAL | Portuguese Republic | Portugal | Portuguese Government
old,CON_260,Country/State,,,,,,,AGO,Angola,260.0,Angola,ANG,Angola | ANGOLA | Angol | Angola | Republic Angola | International Relations Republic Angola
old,OTH_261,Armed Organization,,,,,,,LBR,Liberia,261.0,Liberian Peace Council,,
old,ARM_262,Armed Organization,,,,,,,LBR,Liberia,262.0,National Patriotic Front of Liberia - Central Revolutionary Council,NPFL-CRC,
old,UMB_263,Umbrella,,,,,,,TJK,Tajikistan,263.0,United Tajik Opposition,,
old,CON_264,Country/State,,,,,,,COD,"Congo, Democratic Republic of the",264.0,"Congo, Democratic Republic of the",DRC,"Congo, Democratic Republic of (Zaire) | CONGO, THE DEMOCRATIC REPUBLIC OF | Democratic Republic | Democratic Republic Congo | Republic Democratic Republic Congo"
old,ARM_265,Armed Organization,,,,,,,COD,"Congo, Democratic Republic of the",265.0,Movement for the Liberation of Congo,MLC,Mouvement de Libération du Congo
old,ARM_266,Armed Organization,,,,,,,COD,"Congo, Democratic Republic of the",266.0,Rally for Congolese Democracy,RCD,Rassemblement congolais pour la démocratie | Pour le Rassemblement Congolais pour La DÃ©mocratie-National | Congolese Rally for Democracy | Rassemblement Congolais pour la Démocratie
old,CON_267,Country/State,,,,,,,BWA,Botswana,267.0,Botswana,BOT,Botswana | BOTSWANA
old,CON_268,Country/State,,,,,,,MEX,Mexico,268.0,Mexico,MEX,Mexico | MEXICO | MEXICO | Mexico | United Mexican States | Mexico | Mexican Foreign Ministry | Mexican Government
old,ARM_269,Armed Organization,,,,,,,MEX,Mexico,269.0,Zapatista Army of National Liberation,EZLN,Ejército Zapatista de Liberación Nacional
old,NGO_270,Civil Society,Religious,,,,1.0,,NIC,Nicaragua,270.0,Cardinal Miguel Obando Bravo,,
old,UMB_271,Umbrella,,,,,,,NIC,Nicaragua,271.0,Nicaraguan Resistance,NR,
old,CON_272,Country/State,,,,,,,ERI,Eritrea,272.0,Eritrea,ERI,Eritrea | ERITREA | Eritrea | Eritrea | Eritrean Government
old,CON_273,Country/State,,,,,,,PRK,"Korea, North",273.0,North Korea,PRK,"Korea, People's Republic of | KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF | Democratic People's Republic | Democratic People Republic Korea"
old,IGO_274,Intergovernmental Organization,,,1.0,,,UN Mission,,,274.0,UNOMB,UNOMB,UN Observer Mission in Bougainville 
old,ENT_275,Entity,,,,,,,RUS,Russia,275.0,Chechen Republic,,
old,CON_276,Country/State,,,,,,,NZL,New Zealand,276.0,New Zealand,NEW,New Zealand | NEW ZEALAND | New Zealand | NEW ZEALAND
old,CON_277,Country/State,,,,,,,AUS,Australia,277.0,Australia,AUL,Australia | AUSTRALIA | Australia |  Commonwealth of Australia
old,CON_278,Country/State,,,,,,,VUT,Vanuatu,278.0,Vanuatu,,Vanuatu | VANUATU
old,CON_279,Country/State,,,,,,,SLB,Solomon Islands,279.0,Solomon Islands,SOL,Solomon Islands | SOLOMON ISLANDS | Solomon Islands | Solomon Islands | Solomon Islands Government
old,CON_280,Country/State,,,,,,,TON,Tonga,280.0,Tonga,,Tonga | TONGA
old,CON_281,Country/State,,,,,,,FJI,Fiji,281.0,Fiji,FJI,Fiji | FIJI | Fiji
old,CON_282,Country/State,,,,,,,PNG,Papua New Guinea,282.0,Papua New Guinea,PNG,Papua New Guinea | PAPUA NEW GUINEA | Papua New Guinea | Papua New Guinea | NATIONAL GOVERNMENT PAPUA NEW GUINEA | Bougainville Interim Government | Bougainville Interim Government Spokesmen | Bougainville Interim Provincial Government | Bougainville Transitional Government | BOUGAINVILLE TRANSITIONAL GOVERNMENT | Papua New Guinea Government
old,ARM_283,Armed Organization,,,,,,,SDN,Sudan,283.0,Sudan People's Liberation Movement/Army ,SPLM/A,Sudan People's Liberation Movement | Sudan People Liberation Army | Sudan People Liberation Movement | Sudan People Liberation Movement / Army | Sudan People Liberation Movement / Army - North | Sudan People Liberation Movement / Sudan People Liberation Army | Sudan People Liberation Movement/ Army | Sudan Peoples ' Liberation Movement Ross Mountain United Nations | Sudan Peoples Liberation Movement | SPLM - Detainees | SPLM - FDs | SPLM - IG | SPLM - United | SPLM / | SPLM / - N | SPLM / NUBA | SPLM / SPLA | SPLM County
old,OTH_284,Other,Government agency,,1.0,,,,USA,United States,284.0,USAID,,
old,CON_285,Country/State,,,,,,,LBY,Libya,285.0,Libya,LIB,Libya | LIBYAN ARAB JAMAHIRIYA | Libya | Libyan Arab Jamahiriya | Great Socialist People's Libyan Arab Jamahiriya
old,ENT_286,Entity,,,,,,,BGD,Bangladesh,286.0,Chittagong Hill Tracts,,
old,CON_287,Country/State,,,,,,,BGD,Bangladesh,287.0,Bangladesh,BNG,Bangladesh | BANGLADESH | People's Republic Bangladesh | Peoples  Republic Bangladesh  SD/- | People's Republic of Bangladesh | People Ã¢â‚¬â„¢s Republic Bangladesh
old,CON_288,Country/State,,,,,,,AFG,Afghanistan,288.0,Afghanistan,AFG,Afghanistan | AFGHANISTAN | Islamic Republic of Afghanistan | Islamic Republic Afghanistan | Islamic Republic Afghanistan | Afghan Government | Afghan Government | Afghan Interim Administration
old,CON_289,Country/State,,,,,,,IRN,Iran,289.0,Iran (Islamic Republic of),IRN,"Iran (Persia) | IRAN, ISLAMIC REPUBLIC OF | Iran | Islamic Republic Iran"
old,CON_290,Country/State,,,,,,,CMR,Cameroon,290.0,Cameroon,CAO,Cameroon | CAMEROON | Cameroon | Republic Cameroon | Republic Cameroon :
old,MIL_291,Military,,,,,,,PHL,Philippines,291.0,Armed Forces of the Philippines,,AFP
