med_event_ID,conflict_country,conflict_counry_ID,conflict_id,med_location - MULTISELECT,med_loc_cty,med_loc_x,med_loc_y,Day,Month,Year,third_party,third_party_id_GLOPAD,third_party_id,third_party_id_PAX,num_med,individual_med_named,groupings_mechanisms,num_local,if_loc_belig,agmt,ceasefire,agmt_name,agmt_id_PAX,Summary,source_urls,med_type
LIB202305-2,Libya,620,,Tripoli,LBN,35.8344,34.4367,2,5,2023,UNSMIL,IGO_750,IGO_750,,1,Georgette Gagnon,UNSMIL process,2+,,0,,,,"As Libya moves toward establishing electoral laws, female members of the High Council of State and the House of Representatives have agreed to work together to advocate for greater women’s representation in the country’s future parliament. The mutually agreed strategy came during a meeting conducted Sunday under the auspices of the United Nations Support Mission in Libya at Bab Al Baher Hotel. Twenty women, including eight from the High Council of State and twelve from the House of Representatives, participated. To start the discussion, UNSMIL technical experts outlined different mechanisms for ensuring greater women’s representation in political leadership and presented lessons learned from other countries. The participants then analyzed the pros and cons of the various approaches in the Libyan context. Participants agreed to advocate for allocating the majority of seats through a proportional representation system with candidates presented in lists with alternating women and men candidates. ",https://www.africa-newsroom.com/press/women-of-the-high-council-of-state-and-house-of-representatives-join-to-advocate-for-more-representation-in-libyas-future-parliament; https://www.zawya.com/en/press-release/africa-press-releases/women-of-the-high-council-of-state-and-house-of-representatives-join-to-advocate-for-more-representation-in-yhq2vkgr; https://english.news.cn/africa/20230503/8c3e44eec7734f27ac04b2359947ebd7/c.html,MR
LIB202403-4,Libya,620,,,,,,6,3,2024,France; Italy; Turkey; United Kingdom; AU; UNSMIL,CON_7;CON_139;CON_562;CON_19;GP-6;IGO_750,CON_7; CON_139; CON_562; CON_19; ; IGO_750,220; 325; 640; 200; ; ,6,Abdoulaye Bathily,International Follow-Up Committee on Libya (IFC); UNSMIL process,0,,0,,,,"On 6 March, the Special Representative met with the Security Working Group co-chairs (France, Italy, Türkiye, the United Kingdom of Great Britain and Northern Ireland and the African Union) of the Berlin Process to discuss how to harness the efforts of the international community in support of the security track. Agreement was reached on the need to maintain momentum in preserving the gains achieved on the security track and to convene a Security Working Group meeting in Libya as soon as possible",https://unsmil.unmissions.org/sites/default/files/n2408061.pdf,MR
LIB202403-5,Libya,620,,Tripoli,LBN,35.8344,34.4367,19,3,2024,UNSMIL; Germany,IGO_750;CON_2;CON_2,IGO_750; CON_2; CON_2,; 255; 260,2,Abdoulaye Bathily; Michael Ohnmacht,UNSMIL process,0,,0,,,,"The UN envoy to Libya, Abdoulaye Bathily, has emphasized the necessity of a sustained engagement of Libyan actors to overcome the longstanding stalemate. This came during his meeting with the German Ambassador to Libya, Michael Ohnmacht, to discuss the overall political process in light of the recent developments. “I reiterated my call for all the regional and international partners of Libya to strengthen their coordinated support to help put an end to the sufferings of the people of Libya”, Bathily said on his X platform page.",https://libyaobserver.ly/inbrief/bathily-stresses-need-libyan-actors-overcome-political-stalemate,MR
LIB202404-13,Libya,620,,Tripoli,LBN,35.8344,34.4367,4,4,2024,UNSMIL; Egypt,IGO_750;CON_82,IGO_750; CON_82,; 651,2,Abdoulaye Bathily; Tamer el-Hanafi,UNSMIL process,0,,0,,,,"Additionally, Bathily held discussions with Egyptian Charge d'Affaires Tamer El-Hanafi, emphasizing the necessity of constructive involvement from all Libyan and regional stakeholders in the quintet dialogue.",https://libyaobserver.ly/inbrief/bathily-meets-southern-delegation-discusses-solutions-political-crisis,MR
LIB202404-14,Libya,620,,Tripoli,LBN,35.8344,34.4367,10,4,2024,UNSMIL; Japan,IGO_750;CON_294,IGO_750; CON_294,; 740,2,Abdoulaye Bathily,UNSMIL process,0,,0,,,,"The UN envoy to Libya Abdoulaye Bathily discussed with the Japanese Ambassador to Libya the challenges facing the formation of a unified Libyan government. This came during a meeting in the capital, Tripoli, during which they reviewed the current political, security and economic scene, and the challenges facing moving the political process forward. Bathily stressed the need to coordinate international and regional initiatives aimed at supporting efforts to resolve the political impasse, in a process led and owned by the Libyans. He also praised the “positive role” played by Japan, whether in the humanitarian field or through its chairmanship of the United Nations Sanctions Committee on Libya.",https://libyaobserver.ly/inbrief/bathily-discusses-japanese-ambassador-challenges-forming-unified-libyan-government,MR
LIB202406-2,Libya,620,,Congo,COG,15,-1,4,6,2024,Russia; Congo,CON_21;CON_42,CON_21; CON_42,365; 484,2,Sergei Lavrov; Denis Sassou Nguesso,,0,,0,,,,"French media also reported that Lavrov discussed the Libyan crisis with Congolese President Denis Sassou-Nguesso, who is head of the African Union High-Level Committee on the Crisis in Libya.",https://www.understandingwar.org/backgrounder/africa-file-special-edition-russian-diplomatic-blitz-highlights-kremlin%E2%80%99s-strategic,MR
LIB202406-3,Libya,620,,Apulia,ITA,16.8667,41.1253,15,6,2024,United States; Italy; Japan; Canada; United Kingdom; Germany; France,CON_3;CON_139;CON_294;CON_11;CON_19;CON_2;CON_2;CON_7,CON_3; CON_139; CON_294; CON_11; CON_19; CON_2; CON_2; CON_7,2; 325; 740; 20; 200; 255; 260; 220,7,,,0,,0,,,,"The G7 has called on parties in Libya to engage in meaningful dialogue in good faith and without preconditions to overcome the current political stalemate, the Libyan News Agency reported. In the draft final declaration of their summit in Italy, G7 members emphasized that a comprehensive political process led by Libyans and facilitated by the UN remained the only viable path towards free and fair presidential and parliamentary elections. The statement reaffirmed the G7’s commitment to stability, independence, territorial integrity and national unity in Libya. It also urged UN Secretary-General Antonio Guterres to appoint a new special representative without delay. The 50th summit of the Group of Seven, which includes the United States, Germany, France, the United Kingdom, Italy, Canada and Japan, began on Thursday.",https://www.arabnews.com/node/2532701/middle-east,MR
LIB202406-4,Libya,620,,,,,,27,6,2024,UNSMIL; EU; Egypt; United States,IGO_750;IGO_5;CON_82;CON_3,IGO_750; IGO_5; CON_82; CON_3,; ; 651; 2,4,,International Follow-Up Committee on Libya (IFC); UNSMIL process,0,,0,,,,"On 27 June, the co-chairs of the economic working group (Egypt, the United States of America, the European Union and the United Nations) met for the first time since October 2023 and reviewed Libyan efforts to prepare a unified budget, advance economic and financial reforms, and foster private sector growth. The co-chairs committed to reviving support for Libyan actors in addressing financial and economic challenges, promoting stability and generating economic opportunities for the Libyan people.",https://unsmil.unmissions.org/sites/default/files/sg_report_s_2024_598.pdf,MR
LIB202407-3,Libya,620,,,,,,11,7,2024,Turkey; United Kingdom; France; UNSMIL; Italy; AU,CON_562;CON_19;CON_7;IGO_750;CON_139;GP-6,CON_562; CON_19; CON_7; IGO_750; CON_139; ,640; 200; 220; ; 325; ,6,,UNSMIL process,0,,0,,,,"On 11 July, the co-chairs of the security working group (France, Italy, Türkiye, the United Kingdom of Great Britain and Northern Ireland, the African Union and the United Nations) continued discussions on how to support the security track, including through renewed consultations with the 5+5 Joint Military Commission. The co-chairs also discussed the organization of the next meeting of the security working group, which had previously convened in Tripoli on 24 May 2023 and Benghazi on 24 July 2023",https://unsmil.unmissions.org/sites/default/files/sg_report_s_2024_598.pdf,MR
LIB202407-4,Libya,620,,Cairo,EGY,31.2358,30.0444,13,7,2024,Egypt; UNSMIL,CON_82;IGO_750,CON_82; IGO_750,651; ,2,Badr Abdelatty; Stephanie Koury,UNSMIL process,0,,0,,,,"Minister of Foreign Affairs, Emigration and Egyptian Expatriates, Dr. Badr Abdelatty, held a meeting on Saturday, July 13, at Al-Tahrir Palace with the Deputy Special Representative for Political Affairs for Libya in the United Nations Support Mission in Libya (UNSMIL) Stephanie Koury, during her current visit to Cairo. The Spokesperson for the Ministry of Foreign Affairs, Emigration and Egyptian Expatriates, Director of the Public Diplomacy Department, Ambassador Ahmed Abu Zeid, stated that Minister Abdelatty expressed Egypt's aspiration to enhance cooperation with the Deputy Special Representative to support the success of her mission in facilitating a Libyan-owned and Libyan-led solution to the crisis in Libya. Minister Abdelatty also highlighted Egypt's ongoing efforts to assist Libyan parties in achieving consensus and reinforcing the Libyan-Libyan resolution path as well as respecting state institutions, with the aim of conducting presidential and parliamentary elections concurrently. He emphasized the imperative for the withdrawal of all foreign forces, foreign fighters, and mercenaries from Libya within a defined timeframe, aiming to safeguard Libya's unity, integrity, and stability Ambassador Abu Zeid concluded his statements by noting that the UN official expressed her intention to closely coordinate and collaborate with Egypt within the framework of unified goals aimed at ensuring sustainable stability across all Libyan territories. This comes in light of Egypt's pivotal and central role in the region's efforts towards resolving the Libyan crisis, in accordance with relevant international frameworks and decisions...... Egypt's new Foreign Minister, Badr Abdel Aty, met with the Acting Head of the UN Mission to Libya, Stephanie Koury, in Cairo on Saturday. The Egyptian FM spokesman, Ahmed Abu Zeid, stated that Minister Abdel Aty expressed Egypt's eagerness to enhance cooperation with Kouri to support her mission's success in finding a Libyan-led solution to the nation's crisis. The minister reiterated Egypt's ongoing efforts to help Libyan parties reach a consensus, strengthen the solution process, and respect state institutions. He emphasized the goal of holding simultaneous presidential and parliamentary elections and stressed the need for the withdrawal of all foreign forces, fighters, and mercenaries from Libya within a specified timeframe to ensure the country's unity, safety, and stability. For her part, Koury expressed her intention to coordinate and work jointly with Egypt to achieve sustainable stability across all Libyan territories, recognizing Egypt's key role in resolving the Libyan crisis in line with international resolutions and guidelines.",https://www.sis.gov.eg/Story/193649/Egypt; https://libyaobserver.ly/news/egypts-new-fm-koury-pledge-cooperation-libyan-crisis,MR
LIB202409-1,Libya,620,,Tunis,TUN,10.1817,36.8064,13,9,2024,UNSMIL; Tunisia,IGO_750;CON_590,IGO_750; CON_590,; 616,2,Mohamed Ali Nafti; Stephanie Koury,UNSMIL process,0,,0,,,,"The Deputy Special Representative met with the Minister for Foreign Affairs, Migration and Tunisians Abroad, Mohamed Ali Nafti, in Tunis on 13 September and discussed the need for stability and the advancement of a political process in Libya. ....The Tunisian Minister of Foreign Affairs, Migration and Tunisians Abroad Mohamed Ali Nafti on Friday reiterated Tunisia's commitment to continue supporting the United Nations (UN) efforts in Libya and the mandate of the UN mission. Nafti made the remarks during a meeting with visiting Deputy Special Representative for Political Affairs for Libya in the United Nations Support Mission in Libya (UNSMIL) Stephanie Koury in Tunis. The Tunisian minister expressed Tunisia's full readiness to contribute to what will support dialogue, consensus and reconciliation efforts to reach a permanent political solution in Libya. For her part, Koury expressed her appreciation for Tunisia's continued support for the UN mediation in Libya and her deep gratitude for Tunisia's fruitful cooperation, support for UNSMIL and all the facilities provided to enable UNSMIL to carry out its tasks.",https://english.news.cn/20240914/eb6f1a0568994295a14cf157bc7c0044/c.html; https://unsmil.unmissions.org/sites/default/files/n2437290.pdf,MR
LIB202305-3,Libya,620,,Libya,LBY,17,25,16,5,2023,UNSMIL,IGO_750,IGO_750,,1,Abdoulaye Bathily,UNSMIL process,2+,,0,,,,"The head of the United Nations Support Mission (UNSMIL) in Libya, Abdoulaye Bathily, has stressed the need for Libya to heal the wounds of the past and move forward toward a peaceful future where all Libyans equitably benefit from the country's abundant resources. This came during his meeting with a delegation of notables and activists from the southern region, during which he reiterated UNSMIL continued support for an inclusive national reconciliation process. “I listened to their expectations around the national reconciliation process, and their aspirations for inclusive, free elections in which all Libyan people can choose their leaders”, Bathily tweeted.",https://libyaobserver.ly/inbrief/bathily-discusses-national-reconciliation-process-delegation-libyan-south,MR
LIB202409-2,Libya,620,,Washington,USA,-77.0163,38.9047,16,9,2024,United States; League of Arab States,CON_3;IGO_346,CON_3; IGO_346,2; ,2,Richard Norland; Hossam Zaki,,0,,0,,,,"US Envoy to Libya Richard Norland held “productive” talks on Libya with Assistant Secretary-General of the Arab League, Ambassador Hossam Zaki, on Monday. Norland emphasized that the United States and the Arab League are united in their commitment to supporting Libya’s unity, sovereignty, and stability, especially during this critical period of the country’s political and economic challenges. The meeting underscores the growing international pressure to move Libya forward, as the country remains fractured by political divisions and ongoing instability.",https://libyaobserver.ly/inbrief/us-envoy-norland-arab-league-discuss-libyas-future-amid-ongoing-crisis,MR
LIB202409-3,Libya,620,,Rome,ITA,12.4828,41.8933,18,9,2024,UNSMIL; Italy,IGO_750;CON_139,IGO_750; CON_139,; 325,2,,,0,,0,,,,"On 18 September, she met with Italian officials in Rome and discussed the Central Bank of Libya crisis and the need for dialogue as the path to sustainable solutions. ",https://unsmil.unmissions.org/sites/default/files/n2437290.pdf,MR
LIB202409-4,Libya,620,,Washington,USA,-77.0163,38.9047,20,9,2024,Egypt; United States,CON_82;CON_3,CON_82; CON_3,651; 2,2,Richard Norland; Badr Abdelatty; Karim Darwish,,0,,0,,,,"Minister of Foreign Affairs, Emigration and Egyptian Expatriates Badr Abdelatty said Egypt proceeds with its intensive contacts with all parties concerned to contribute to finding a sustainable solution to the Libyan crisis out of Egypt’s responsibility to help Libyans in light of the historical and fraternal ties binding the two countries. The efforts exerted confirm Egypt’s support for the Libyan-Libyan solution path and its respect for the role of Libyan institutions, leading to the holding of presidential and parliamentary elections simultaneously in a way that serves efforts to reach a solution to the crisis under pure Libyan leadership, Foreign Ministry Spokesman Tamim Khallaf said. Abdelatty, who is currently on a visit to Washington, made the remarks during his meeting on Friday 20/9/2024 with US Special Envoy for Libya Richard Norland. The foreign minister emphasized the importance of respecting the terms of reference of the Skhirat Agreement. He also underscored the necessity of working on ending the foreign presence in Libya, and the exit of all foreign forces, foreign fighters and mercenaries from Libya within a specific time frame in a way that preserves the unity, stability and sovereignty of Libya. ...US Special Envoy to Libya, Richard Norland, has engaged in discussions with key Egyptian officials to boost the political process in Libya.  In a statement on the US Embassy’s social media platform “X,” Norland said he held “an excellent and comprehensive discussion” with Karim Darwish, Chairman of the Foreign Affairs Committee in Egypt’s Parliament, to deepen US-Egypt cooperation on Libya. The talks focused on joint efforts to promote stability and progress in the Libyan political landscape. Earlier, Norland met with Assistant Secretary-General of the Arab League, Hossam Zaki, reaffirming the shared commitment between the US and the Arab League to Libya’s unity, sovereignty, and stability at a crucial time for the country.",https://www.sis.gov.eg/Story/195926/FM-Egypt-continues-intensive-contacts-to-find-sustainable-solution-to-Libyan-crisis; https://libyaobserver.ly/inbrief/us-envoy-norland-holds-talks-egyptian-officials-libyas-political-process,MR
LIB202409-5,Libya,620,,Virtual ,0, , ,26,9,2024,UNSMIL; Algeria; Egypt; France; Germany; Italy; Morocco; Qatar; Turkey; United Arab Emirates; United Kingdom; United States,IGO_750;CON_255;CON_82;CON_7;CON_2;CON_2;CON_139;CON_228;CON_486;CON_562;CON_591;CON_19;CON_3,IGO_750; CON_255; CON_82; CON_7; CON_2; CON_2; CON_139; CON_228; CON_486; CON_562; CON_591; CON_19; CON_3,; 615; 651; 220; 255; 260; 325; 600; 694; 640; 696; 200; 2,12,,UNSMIL process,0,,0,,,,"On 26 September, she gave a remote briefing to representatives of Algeria, Egypt, France, Germany, Italy, Morocco, Qatar, Türkiye, the United Arab Emirates, the United Kingdom of Great Britain and Northern Ireland and the United States of America regarding her efforts to help address the leadership crises of the Central Bank of Libya and the High Council of State and sought coordinated international support to advance the political process",https://unsmil.unmissions.org/sites/default/files/n2437290.pdf,MR
LIB202305-4,Libya,620,,Misratah,LBY,15.092,32.3775,21,5,2023,UNSMIL,IGO_750,IGO_750,,1,Abdoulaye Bathily,UNSMIL process,2+,,0,,,,"Members of the Municipality, academics, and members of the House of Representatives (HoR) of Misrata city have called in a meeting with the UN envoy to Libya Abdoulaye Bathily in Misrata for a political process led and owned by Libyans, calling also for more decentralization. Bathily said on Twitter he was encouraged on Sunday to hear the open and honest concerns of young people and civil society representatives in Misrata, who emphasized their frustrations with the delayed elections and distrust of the current institutions. He added that he was also delighted by the citizen mobilisation of women and youth, as well as impressed by their statements and commitment to establishing unified and legitimate institutions to lead Libya. ""The voices of young people, women and CSOs are crucial and should be decisive in shaping the future of Libya. UNSMIL continues to advocate for their inclusion at all levels of decision making so that all benefit from peace and stability."" Bathily added. He said he also heard the worrying stories that civil society organisations were being silenced and urged all Libyan leaders to protect and provide space for CSOs as an integral part of society.",https://libyaobserver.ly/news/misrata-representatives-call-libyan-led-political-process,MR
LIB202305-5,Libya,620,,Bouznika,MAR,-7.156,33.7875,22,5,2023,UNSMIL; Morocco,IGO_750;CON_228,IGO_750; CON_228,; 600,2,,UNSMIL process,2+,1,0,,,,"From 21 May to 5 June, at the request of the 6+6 committee, UNSMIL deployed a team to Bouznika, Morocco, to provide electoral, constitutional and gender expertise during talks aimed at finalizing the constitutional and legislative framework for presidential and parliamentary elections.... They expressed appreciation to the Kingdom of Morocco for hosting the 6+6 Committee in Bouznika from 22 May to 6 June.... It says it took note of the outcome of the work of the 6+6 Committee, which met in Morocco to develop draft electoral laws for the presidential and parliamentary elections. The UN Mission recognizes that important elements of the electoral laws and associated issues require buy-in and support from a broad range of Libyan institutions, including civil society representatives, as well as women and youth, and political and security actors.  That is to allow for inclusive, credible and successful elections to actually take place. As such, the Mission will continue to work with all relevant Libyan institutions to facilitate a process to address the contested elements of the electoral framework, secure the necessary political agreement on the path to elections, and enable a level playing field for all candidates....UNSMIL takes note of the outcome of the work of the 6+6 HoR-HCS Committee which met in Bouzniqa, Kingdom of Morocco, from 22 May to 6 June 2023 to develop draft electoral laws for the presidential and parliamentary elections. The Mission appreciates the efforts made by the 6+6 Committee and thanks the Government of the Kingdom of Morocco for hosting the Committee. UNSMIL recognises that important elements of the electoral laws and associated issues require buy-in and support from a broad range of Libyan institutions, civil society representatives, including women and youth, and political and security actors, to allow inclusive, credible and successful elections to take place. As such, the Mission will continue to work with all relevant Libyan institutions, including the Presidential Council, to facilitate a process amongst all actors to address the contested elements of the electoral framework, secure the necessary political agreement on the path to elections, and enable a level playing field for all candidates. UNSMIL calls on all Libyan actors to engage, in a spirit of compromise, to address all outstanding issues and create a safer and more conducive environment for the holding of elections in 2023. The Mission urges all players to refrain from delay tactics aimed at prolonging the stalemate, which has caused so much suffering for the people of Libya.  ",https://press.un.org/en/2023/db230608.doc.htm; https://press.un.org/en/2023/sc15394.doc.htm; https://unsmil.unmissions.org/sites/default/files/s-2023-589_-_sg_report_on_unsmil.pdf; https://unsmil.unmissions.org/statement-united-nations-support-mission-libya-regarding-outcome-66-committee,M
LIB202410-3,Libya,620,,,,,,8,10,2024,Chad; Niger; Sudan; UNSMIL,CON_157;CON_142;CON_158;IGO_750,CON_157; CON_142; CON_158; IGO_750,483; 436; 625; ,4,,,0,,0,,,,"In a meeting with UNSMIL on 8 October, members of the liaison committees from Chad, the Niger and the Sudan emphasized the need for a joint border management strategy with Libya and requested to meet with the 5+5 Joint Military Commission to discuss regional security threats posed by mercenaries and foreign fighters. ",https://unsmil.unmissions.org/sites/default/files/n2437290.pdf,MR
LIB202305-6,Libya,620,,Tripoli,LBN,35.8344,34.4367,24,5,2023,UNSMIL; Turkey,IGO_750;CON_562,IGO_750; CON_562,; 640,2,Abdoulaye Bathily,International Follow-Up Committee on Libya (IFC); UNSMIL process,2+,1,0,,,,"On 24 May, a plenary meeting of the security working group was held in hybrid format. The meeting was co-chaired by Türkiye and the United Nations and attended by the 5+5 Joint Military Commission and members of the International Follow-up Committee on Libya. The Commission provided updates on its efforts to engage with security actors across Libya so as to enable a secure environment for elections; the implementation of its action plan for the withdrawal of foreign forces, foreign fighters and mercenaries from Libya; the possible impact of the conflict in the Sudan on the border security of Libya; and the issue of irregular migration.... update from Mr. [Abdoulaye] Bathily, our Special Representative in Libya.  Yesterday he co-chaired along with Türkiye in Tripoli a plenary session of the Security Working Group of the Berlin Process International Follow-Up Committee on Libya. That is the name of the Committee. That session included the participation of the 5+5 Joint Military Commission and other relevant Libyan interlocutors.  This is the first time the Security Working Group meets inside of Libya itself, which is good. Participants continued discussions on advancing the security track, implementation of the ceasefire agreement, including reunification of military institutions and withdrawal of foreign fighters and mercenaries. Mr. Bathily emphasized the importance of future meetings of the Security Working Group taking place in different regions of Libya, to continuing advancing the overall political process and to create a conducive environment for holding free and inclusive elections this year.",https://press.un.org/en/2023/db230525.doc.htm,M
LIB202305-7,Libya,620,,Bouznika,MAR,-7.156,33.7875,24,5,2023,UNSMIL,IGO_750,IGO_750,,1,,UNSMIL process,2+,1,1,,Agreement on holding simultaneous presidential and parliamentary elections (6+6 Joint Committee),,"On 24 May, during a two week-long meeting in Bouznika, Morocco, the 6+6 committee announced that it had reached agreement on holding simultaneous presidential and parliamentary elections, and that progress had been made on a number of outstanding issues related to the distribution of parliamentary seats, the inclusion of political parties, the representation of women, procedures for appealing electoral results, and the use of media for campaign purposes. The committee also called for the formation of a unified provisional government to “pave the way” for elections by the end of the year—an initiative that has reportedly been the topic of ongoing back-channel communications between representatives of Dbeibah and General Khalifa Haftar, who leads the self-styled Libyan National Army aligned with the HoR. ",https://www.securitycouncilreport.org/monthly-forecast/2023-06/libya-41.php; https://www.crisisgroup.org/crisiswatch/database?location%5B0%5D=95&crisis_state=&created=&from_month=1&from_year=2024&to_month=1&to_year=2024&page=1,M
LIB202410-4,Libya,620,,Qatar,QAT,51.25,25.5,13,10,2024,UNSMIL; Qatar,IGO_750;CON_486,IGO_750; CON_486,; 694,2,,,0,,0,,,,The Deputy Special Representative visited Qatar on 13 October and the United Arab Emirates on 14 October to discuss with officials a more coordinated and unified approach in support of the political process in Libya.,https://unsmil.unmissions.org/sites/default/files/n2437290.pdf,MR
LIB202410-5,Libya,620,,United Arab Emirates,ARE,54,24,14,10,2024,UNSMIL; United Arab Emirates,IGO_750;CON_591,IGO_750; CON_591,; 696,2,,,0,,0,,,,The Deputy Special Representative visited Qatar on 13 October and the United Arab Emirates on 14 October to discuss with officials a more coordinated and unified approach in support of the political process in Libya.,https://unsmil.unmissions.org/sites/default/files/n2437290.pdf,MR
LIB202305-8,Libya,620,,Cairo,EGY,31.2358,30.0444,,5,2023,Egypt,CON_82,CON_82,651,1,,Egyptian Initiative,2+,1,0,,,,"Haftar’s sons and heads of militias close to rival Tripoli-based PM Dabaiba in May met in Egypt’s capital Cairo to forge deal on new unity govt that would leave Dabaiba in place, while conceding some ministries to Haftar affiliates; some MPs are opposed to this plan, however, and want Dabaiba removed.",https://www.crisisgroup.org/crisiswatch/database?location%5B0%5D=95&crisis_state=&created=&from_month=1&from_year=2024&to_month=1&to_year=2024&page=1,M
LIB202306-5,Libya,620,,Bouznika,MAR,-7.156,33.7875,6,6,2023,Morocco; UNSMIL,CON_228;IGO_750,CON_228; IGO_750,600; ,2,,UNSMIL process,2+,1,0,,,,"Linked to above - HoR Speaker Aguila Saleh and head of HSC Khaled Meshri 6-7 June travelled to Morocco but failed to sign off on electoral legislation as points of contentions persisted, notably on whether military officers can run for president. Meanwhile, amid competing plans aimed at appointing new interim govt before elections take place, eastern forces commander Khalifa Haftar 16 June congratulated outcome of Morocco talks and called for formation of “technocratic” govt to oversee election preparation, suggesting that he may now favour parliament-led selection process, rather than keeping Tripoli-based PM Dabaiba in office as part of power-sharing deal. ",https://www.crisisgroup.org/crisiswatch/database?location%5B0%5D=95&crisis_state=&created=&from_month=1&from_year=2024&to_month=1&to_year=2024&page=1,M
LIB202411-1,Libya,620,,,,,,12,11,2024,AU,GP-6,,,1,,,0,,0,,,,"The African Union’s Peace and Security Council (PSC) has reasserted the relevance of the Skhirat and Bouznika processes to resolve the Libyan crisis. In a communiqué issued at the end of its 1244th meeting, held on November 12, the AU PSC reiterated that “the Skhirat Agreement, signed on December 17, 2015, resulting from the reconciliation process between the Libyan parties, under the auspices of the UN, remains one of the foundations and credible frameworks for a lasting political solution to the Libyan crisis.” The AU PSC also took note of the “considerable progress achieved in the preparations to conduct the electoral process in Libya during the meetings of the Joint Commission between the House of Representatives and the High Council of State, held from May 22 to June 6, 2023 in Bouznika, Morocco.” “The meetings resolved disagreements and formulated the laws governing the forthcoming presidential and parliamentary elections in Libya,” the PSC said in the communiqué.",https://northafricapost.com/82072-relevance-of-skhirat-bouznika-processes-to-resolve-libyan-crisis-reasserted-by-au-psc.html,MR
LIB202412-2,Libya,620,,New York,USA,-73.9249,40.6943,16,12,2024,UNSMIL; UNSC,IGO_750;IGO_673,IGO_750; IGO_673,; ,2,Stephanie Koury,UNSMIL process,0,,0,,,,"In a subsequent 15 December 2024 statement, Koury provided additional details about this UNSMIL-facilitated process, which will comprise two stages. First, the mission intends to convene a technical committee of Libyan experts to develop options to overcome “contentious issues” in the electoral laws and reach elections “in the shortest possible time including with proposed guarantees, assurances and a timeframe”. Second, the mission will facilitate a national dialogue to “expand consensus” for the resolution of long-standing drivers of conflict. The dialogue will include all segments of Libyan society, including political parties, women, youth, social leaders, and “cultural components”. In her 16 December 2024 bimonthly briefing to the Security Council, Koury reiterated the details of this initiative. .... UN mission (UNSMIL) acting head Stephanie Koury presented plan for “inclusive, intra-Libyan political initiative” through new advisory committee that will review electoral issues and make proposals for organising elections; UNSMIL to appoint committee members from across political, social and geographical spectrum. Some political factions allied to west-based govt expressed support, but many east-based actors criticised move and continued to demand UN track to appoint new, unified executive; stalemate on several issues including election sequencing likely to continue. Western capitals and EU supported initiative, while Russia cautioned Koury against overstepping her mandate....This morning, Stephanie Koury, the officer-in-charge of the UN Political Mission in Libya (UNSMIL), briefed the Security Council to announce the details of the UN-facilitated political process in Libya. Ms. Koury said that the status quo is unsustainable and has persisted for far too long.  Unilateral actions pursued by political elites have deeply eroded Libyan institutions into parallel and competing structures. She said she presented to the Libyan people UNSMIL’s plan for an inclusive, intra-Libyan political initiative to overcome the current political deadlock and move beyond the status quo, towards national elections and the renewal of the legitimacy of Libyan institutions. As a first step, as she said in her announcement yesterday to the Libyan people, the UN Mission intends to convene a technical committee of Libyan experts to develop options to overcome contentious issues in the electoral laws and options to reach elections in the shortest possible time, including with proposed guarantees, assurances and a timeframe.",https://www.crisisgroup.org/crisiswatch/database?location%5B%5D=95&crisis_state=&created=&from_month=1&from_year=2025&to_month=1&to_year=2025; https://www.securitycouncilreport.org/monthly-forecast/2025-01/libya-56.php; https://press.un.org/en/2024/db241216.doc.htm; https://press.un.org/en/2024/sc15938.doc.htm; https://unsmil.unmissions.org/sites/default/files/20241216_dsrsg_koury_remarks_to_unsc_english.pdf; https://unsmil.unmissions.org/statement-unsmil-officer-charge-stephanie-koury-un-facilitated-libyan-political-process,MR
LIB202301-14,Libya,620,,Tripoli,LBN,35.8344,34.4367,22,1,2023,UNSMIL; Algeria; Tunisia,IGO_750;CON_255;CON_590,IGO_750; CON_255; CON_590,; 615; 616,3,Abdoulaye Bathily,UNSMIL process,1,1,0,,,,"On 22 January, there was a consultative meeting of Arab Foreign Ministers in Tripoli, which Bathily also attended. According to media reports, the meeting was attended by five of the 22 member states of the Arab League, including neighbouring Algeria and Tunisia.",https://www.securitycouncilreport.org/monthly-forecast/2023-02/libya-38.php; https://unsmil.unmissions.org/sites/default/files/report_of_the_secretary-general_antonio_guterres_on_the_united_nations_support_mission_in_libya_-_05_april_2023.pdf,MR
LIB202306-6,Libya,620,,Tripoli,LBN,35.8344,34.4367,17,6,2023,UNSMIL,IGO_750,IGO_750,,1,,UNSMIL process,2+,1,0,,,,"A meeting between the ceasefire monitoring component of the United Nations Support Mission in Libya (UNSMIL), the 5+5 Joint Military Committee and Libyan ceasefire observers focused on procedures for the withdrawal of mercenaries, foreign forces and foreign fighters from Libyan territory",https://www.panapress.com/UNSMiL-55-Military-Committee-dis-a_630748290-lang2.html;https://www.panapress.com/UNSMiL-55-Military-Committee-dis-a_630748290-lang2.html,M
LIB202306-7,Libya,620,,Bouznika,MAR,-7.156,33.7875,,6,2023,Morocco; UNSMIL,CON_228;IGO_750,CON_228; IGO_750,600; ,2,,UNSMIL process,2+,1,0,,,,"Following series of meetings in Moroccan town of Bouznika, members of 6+6 joint committee – composed of House of Representatives (HoR) and rival Tripoli-based High State Council (HSC) representatives – early June announced agreement on legal framework for presidential and parliamentary elections.",https://www.crisisgroup.org/crisiswatch/database?location%5B0%5D=95&crisis_state=&created=&from_month=1&from_year=2024&to_month=1&to_year=2024&page=1,I
